Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Cui, DJ; He, JH; Cheng, XC; Liu, Z",,,,"Cui, Dongjun; He, Jinghan; Cheng, Xiaochun; Liu, Zhao",,,Electric Vehicle Charging Transaction Model Based on Alliance Blockchain,WORLD ELECTRIC VEHICLE JOURNAL,,,,,,,,,,,,"With the increasing demand for electric vehicle (EV) charging, there are cases of complicated trading between EV users and charging operators or electrical utilities. This paper proposes a new trading model based on consortium blockchain. Firstly, mutual trust interconnected transaction networks and channels between charging operators are established. The PBFT consensus algorithm is used to verify EV charging transactions, and smart contracts are used to complete the process. In this model, charging station nodes of each company can verify transactions, the interconnection and independent management of charging transactions are realized, users' charging methods are enriched, and the flexibility of charging services is improved. Finally, this paper uses hyperledger fabric to build an experimental environment. The feasibility of the above method is verified with an actual distribution scenario of some charging stations in Beijing.",,,,,"Cheng, Xiaochun/JEZ-7371-2023; He, Jinghan/JXX-1528-2024; Liu, Zhao/GYR-2619-2022","Liu, Zhao/0000-0001-9545-3552",,,,,,,,,,,,,2032-6653,,,,,JUL,2023,14,7,,,,,,,192,10.3390/wevj14070192,http://dx.doi.org/10.3390/wevj14070192,,,,,,,,,,,,,WOS:001036739500001,View Full Record in Web of Science
J,"Gupta, R; Kakkar, R; Chaudhary, S; Tanwar, S; Polkowski, Z; Alqahtani, F; Tolba, A",,,,"Gupta, Rajesh; Kakkar, Riya; Chaudhary, Sachi; Tanwar, Sudeep; Polkowski, Zdzislaw; Alqahtani, Fayez; Tolba, Amr",,,BESTS: Blockchain-enabled electric vehicles scheduling and coordination scheme at charging station,SUSTAINABLE ENERGY GRIDS & NETWORKS,,,,,,,,,,,,"The proliferation of electric vehicles (EVs) in the automobile industry has become a prominent alternative to fossil-fuel vehicles by facilitating energy sustainability fora greener environment. Nevertheless, secure and efficient EV charging coordination is still one of the critical aspects that can bring various privacy challenges during the communication between EVs and charging station (CS) for charging. Towards this goal, we have proposed a blockchain-based EV scheduling scheme for coordinated charging at the CS, i.e., BESTS. To attain this, we formulate various EV scheduling scenarios based on their energy demands and different type of EVs (emergency, high authority, and regular) to allocate EVs at a CS over the fifth generation (5G) communication network and InterPlanetary file system (IPFS) protocol. Both 5G and IPFS offers cost-efficient, low latency, and highly reliable transactions for EV charging allocation at a CS. Moreover, we highlighted various smart contract functionalities of the proposed BESTS scheme executed in the remix integrated development environment (IDE) for EV charging allocation based on the available charging slots at the CS. The security aspect of the proposed BESTS scheme is evaluated and verified with the Echidna fuzzy property-based tool, which reflects that the smart contract is not having any vulnerability. Finally, the performance evaluation of the blockchain-based EV scheduling scheme is simulated considering various performance metrics such as gas consumption and cost analysis for the type of EVs and smart contract functions, gas consumption analysis for the number of EVs, and bit error rate.",,,,,"Chaudhary, Sachi Dilipkumar/PSL-3735-2026; Tanwar, Sudeep/AAI-6709-2020; Chaudhary, Sachi/PSL-3735-2026; Gupta, Rajesh/AAC-8353-2020; Tolba, Amr/O-8464-2016; Polkowski, Zdzislaw/ABG-1682-2020","Chaudhary, Sachi Dilipkumar/0000-0002-9732-7557; Tanwar, Sudeep/0000-0002-1776-4651; Gupta, Rajesh/0000-0003-3298-4238; Tolba, Amr/0000-0003-3439-6413; Alqahtani, Fayez/0000-0001-8972-5953;",,,,,,,,,,,,,2352-4677,,,,,MAR,2025,41,,,,,,,,101596,10.1016/j.segan.2024.101596,http://dx.doi.org/10.1016/j.segan.2024.101596,,JAN 2025,,,,,,,,,,,WOS:001398269300001,View Full Record in Web of Science
J,"Yuan, TL; He, YH; Xiao, PY; Xiao, K; Wu, B",,,,"Yuan, Tingli; He, Yunhua; Xiao, Pengyue; Xiao, Ke; Wu, Bin",,,A Blockchain-based cross-platform authentication scheme for EV aggregate charging platform,CYBERSECURITY,,,,,,,,,,,,"With the development of electric vehicles, charging stations have garnered significant attention and progress. As a result, various charging platforms have emerged. However, due to the lack of shared charging information, issues such as low utilization of charging stations during peak hours and insufficient station availability have negatively impacted user experience. Inspired by the concept of an aggregation platform, we propose an aggregated charging platform for electric vehicles (EVs). However, challenges related to trust, such as single-point failures and the difficulty of achieving unified identity management, hinder the implementation of the aggregation model. To address these issues, we propose a blockchain-based EV aggregation charging platform model and a cross-platform identity authentication scheme. Leveraging the decentralized and highly secure characteristics of blockchain, we construct a decentralized aggregation platform and enhance the credibility and reliability of cross-platform authentication through smart contracts. Furthermore, we design a batch authentication scheme to efficiently handle a large number of authentication requests. Simulation results demonstrate that, compared to other schemes, our proposed approach improves authentication efficiency by 50-66.6%.",,,,,"Yue, Liu/AAO-3587-2021; yuan, tingli/KCY-8691-2024",,,,,,,,,,,,,,2523-3246,,,,,AUG 28,2025,8,1,,,,,,,64,10.1186/s42400-025-00355-8,http://dx.doi.org/10.1186/s42400-025-00355-8,,,,,,,,,,,,,WOS:001558806900001,View Full Record in Web of Science
J,"Tian, YT; Song, SX; Zhou, D; Yang, RR; Wei, C",,,,"Tian, Yongting; Song, Shouxu; Zhou, Dan; Yang, Ruirui; Wei, Chen",,,Toward sustainable joint optimisation for product family and supply chain configuration with smart contracting consideration,JOURNAL OF ENGINEERING DESIGN,,,,,,,,,,,,"This article underscores the necessity for sustainable and environmentally friendly manufacturing practices in product family configuration (PFC) projects, which are paramount to the global economy. Nevertheless, conventional approaches often fixate solely on design aspects, overlooking downstream supply chain configuration (SCC) considerations and the corresponding environmental benefits. Consequently, there is an escalating demand for an integrated optimisation approach that encompasses both PFC and SCC to realise economic and environmental advantages. This study delves into a methodology that integrates blockchain smart contracts as binary 0-1 variables with waste recycling and utilisation, yielding a comprehensive multi-objective model. The proposed methodology seamlessly incorporates considerations for both PFC and SCC. Furthermore, a nested leader-follower optimisation algorithm, based on the non-dominated sorting genetic algorithm-II (NSGA-II), has been devised with the objective of achieving triple benefits: augmented profits, maintenance revenue, and diminished environmental emissions. In conclusion, this research contributes to the advancement of sustainable collaborative optimisation through the innovative utilisation of blockchain smart contracts and multi-level modelling. To demonstrate the effectiveness of the proposed methodology, it is applied to a 60 KW DC electric vehicle (EV) charging piles, accompanied by a sensitivity analysis to assess its management implications.",,,,,"zhou, dan/HLX-3420-2023; Tian, Yongting/HPF-4469-2023","zhou, dan/0000-0003-0027-3191; Tian, Yongting/0000-0002-6425-0266",,,,,,,,,,,,,0954-4828,1466-1837,,,,DEC 2,2023,34,12,,,,,1013,1045,,10.1080/09544828.2023.2271775,http://dx.doi.org/10.1080/09544828.2023.2271775,,OCT 2023,,,,,,,,,,,WOS:001087682800001,View Full Record in Web of Science
J,"Ayoade, IA; Longe, OM",,,,"Ayoade, Idowu Adetona; Longe, Omowunmi Mary",,,A Survey of User Experiences in Augmented Reality-Aided Energy Trading Platforms for Electromobility Charging Networks,ADVANCES IN HUMAN-COMPUTER INTERACTION,,,,,,,,,,,,"This study explores the integration of augmented reality (AR) in energy trading platforms, focussing on user experience within electromobility charging networks. It begins by introducing AR concepts and their applications across industries. Integrating AR into energy trading platforms for electromobility charging networks presents innovative potential; however, user experiences and adoption rates remain underexplored. This review seeks to address this gap by analysing the existing AR-aided platforms, focussing on user engagement, satisfaction and the overall effectiveness of these systems in enhancing the charging experience. The current state of electromobility charging networks is analysed, highlighting the existing energy trading paradigms and user experience challenges. Innovations in peer-to-peer energy sharing and trading, particularly blockchain technology, are examined along with the potential advantages of integrating AR. This review also discusses AR technologies and tools applicable to electromobility, user-centric design principles and the impact of AR visualisation on energy trading decision-making. This article reviews and evaluates security and privacy implications, case studies, challenges, future directions, regulatory and ethical considerations and user adoption factors, culminating in actionable recommendations for industry stakeholders.",,,,,"; Longe, Omowunmi Mary/AGQ-8461-2022","AYOADE, Idowu Adetona/0000-0001-6201-8706; Longe, Omowunmi Mary/0000-0002-2170-7289",,,,,,,,,,,,,1687-5893,1687-5907,,,,,2025,2025,1,,,,,,,3230147,10.1155/ahci/3230147,http://dx.doi.org/10.1155/ahci/3230147,,,,,,,,,,,,,WOS:001610356100001,View Full Record in Web of Science
J,"Khan, PW; Byun, YC",,,,"Khan, Prince Waqas; Byun, Yung-Cheol",,,Blockchain-Based Peer-to-Peer Energy Trading and Charging Payment System for Electric Vehicles,SUSTAINABILITY,,,,,,,,,,,,"The world is moving rapidly from carbon-producing vehicles to green transportation systems. Electric vehicles (EV) are a big step towards a friendly mode of transport. With the constant rise in the number of electric vehicles, we need a widespread and seamless charging infrastructure that supports seamless charging and billing. Some users generate electricity using solar panels and charge their electric vehicles. In contrast, some use charging stations, and they pay for vehicle charging. This raises the question of trust and transparency. There are many countries where laws are not strictly enforced to prevent fraud in payment systems. One of the preeminent problems presently existing with any of the trading systems is the lack of transparency. The service provider can overcharge the customer. Blockchain is a modern-day solution that mitigates trust and privacy issues. We have proposed a peer-to-peer energy trading and charging payment system for electric vehicles based on blockchain technology. Users who have excess electricity which they can sell to the charging stations through smart contracts. Electric vehicle users can pay the charging bills through electronic wallets. We have developed the electric vehicle's automatic-payment system using the open-source platform Hyperledger fabric. The proposed system will reduce human interaction and increase trust, transparency, and privacy among EV participants. We have analyzed the resource utilization and also performed average transaction latency and throughput evaluation. This system can be helpful for the policymakers of smart cities.",,,,,"Khan, Prince Waqas/AAE-4241-2020","Khan, Prince Waqas/0000-0002-2561-4389; ?, ??/0000-0003-1107-9941",,,,,,,,,,,,,,2071-1050,,,,JUL,2021,13,14,,,,,,,7962,10.3390/su13147962,http://dx.doi.org/10.3390/su13147962,,,,,,,,,,,,,WOS:000677114200001,View Full Record in Web of Science
J,"Danish, SM; Zhang, KW; Jacobsen, HA; Ashraf, N; Qureshi, HK",,,,"Danish, Syed Muhammad; Zhang, Kaiwen; Jacobsen, Hans-Arno; Ashraf, Nouman; Qureshi, Hassaan Khaliq",,,BlockEV: Efficient and Secure Charging Station Selection for Electric Vehicles,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,,,,,,,,,,,"The Intelligent Transportation System (ITS) has become essential for the economical and technological development of a country. The maturity of communication technologies (Vehicle to Infrastructure (V2I) and Vehicle to Vehicle (V2V)) and the amalgamation of smart grids, electric vehicles (EVs) and energy trading resulted in a storm of research opportunities for green ITS. In addition, the combination of vehicular communication technologies and ITS enable efficient selection of EV charging stations (CS) and scheduling EVs charging requirements in real-time. However, the untrusted centralized nature of energy markets and EV charging infrastructures result in several privacy and security threats to EV user's private information. These security and privacy threats include targeted advertisements, privacy leakage, selling data to third party, etc. In this work, we propose BlockEV, a blockchain-based efficient CS selection protocol for EVs to ensure the security and privacy of the EV users, availability of the reserved time slots at CSs, high Quality of Service (QoS) and enhanced EV user comfort. First, a blockchain-based framework is introduced to implement secure charging services and trusted reservation for EVs with the execution of smart contract. Second, we focus on the efficient CS selection and propose a mechanism for EVs to select the CS locally without sharing private information to CS, while fulfilling their service requirements. Evaluations show that the proposed BlockEV is scalable with significantly low blockchain transaction and storage overhead.",,,,,"Ashraf, Nouman/L-3918-2019","Danish, Syed Muhammad/0000-0003-2680-8895",,,,,,,,,,,,,1524-9050,1558-0016,,,,JUL,2021,22,7,,,,,4194,4211,,10.1109/TITS.2020.3044890,http://dx.doi.org/10.1109/TITS.2020.3044890,,,,,,,,,,,,,WOS:000673518500028,View Full Record in Web of Science
J,"Hu, X; Jiang, XN; Zhang, J; Wang, SG; Zhou, MC; Zhang, B; Gan, ZG; Yu, BX",,,,"Hu, Xin; Jiang, Xiaoning; Zhang, Jie; Wang, Shouguang; Zhou, Mengchu; Zhang, Bei; Gan, Zhigang; Yu, Binxiao",,,Electric vehicle charging network security: A survey,JOURNAL OF SYSTEMS ARCHITECTURE,,,,,,,,,,,,"With the rising number of electric vehicles, their charging network has expanded into a vast and intricate system involving multiple stakeholders and numerous charging service entities. It relies on various technologies, such as communication protocols, network connections, and data transmission, leading to the generation of substantial amounts of sensitive data. Ensuring its high security requires the implementation of a comprehensive array of security measures, including stringent identity authentication and access control techniques, cryptographic solutions to safeguard data, and diverse strategies for detecting and countering network attacks. In this article, we present a comprehensive overview of the mainstream architectures and communication protocols in electric vehicle charging networks. We also provide a brief introduction to other protocols used in charging networks and explore the charging infrastructure and its associated security requirements. We examine a charging network's security challenges at its perception, network, and application layers, and summarize the important solutions proposed in recent literature. Additionally, we delve into privacy security and payment security in the charging business. We investigate the utilization of blockchain technology to safeguard charging networks. Finally, we highlight public safety issues of a charging network and suggest future research directions to steer further studies of charging network security.",,,,,"; hu, xin/KHT-2406-2024; Zhou, MengChu/H-9897-2014","Jiang, Xiaoning/0000-0002-1852-9565;",,,,,,,,,,,,,1383-7621,1873-6165,,,,FEB,2025,159,,,,,,,,103337,10.1016/j.sysarc.2025.103337,http://dx.doi.org/10.1016/j.sysarc.2025.103337,,JAN 2025,,,,,,,,,,,WOS:001405476500001,View Full Record in Web of Science
J,"Wen, Y; Chen, YX; Wang, P; Rassol, A; Xu, SJ",,,,"Wen, Yu; Chen, Yanxia; Wang, Peng; Rassol, Aazim; Xu, Shaojun",,,Photovoltaic-electric vehicles participating in bidding model of power grid that considers carbon emissions,ENERGY REPORTS,,,,,,,,,,,,"The synergy of clean energy and electric vehicles (EVs) is highly relevant in achieving low-carbon development. To promote the coordinated development of EVs and photovoltaics (PV) under the background of open power selling, a PV-EV bidding model that considers carbon emissions based on the distributed storage and smart contract technology of a blockchain is proposed in this study. This model aims to provide economic benefits to market players, ensure the safety and environmental protection of power grid operations, and integrate the ladder-type carbon emission trading mechanism. Then, it divides the electricity market into the electricity sales layer, i.e., active distribution networks (ADNs) and PV systems, and the electricity purchase layer, i.e., EVs. Smart contracts are signed with the agent layer, i.e., charging stations. The improved particle swarm optimization algorithm is used to solve the price and power of PV systems and EVs in the optimal contract, and the revenue of PV systems and EVs can be increased by over 35%. Moreover, the orderly charging and discharging of EVs is coordinated with the characteristics of the daily power generation and evening load peaks of PV systems. The proposed model can effectively provide an optimal scheduling scheme for peak load shifting and valley filling while reducing the carbon emissions of ADNs. It also promotes the local consumption of PV.(c) 2022 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",,,,,"Rasool, Aazim/AAW-7735-2020","Rasool, Aazim/0000-0001-5611-5411",,,,,,,,,,,,,2352-4847,,,,,NOV,2022,8,,,,,,3847,3855,,10.1016/j.egyr.2022.03.010,http://dx.doi.org/10.1016/j.egyr.2022.03.010,,MAR 2022,,,,,,,,,,,WOS:000783884400004,View Full Record in Web of Science
J,"Sun, Z; Zhao, P; Wang, CP; Zhang, XL; Cheng, HB",,,,"Sun, Zhe; Zhao, Peng; Wang, Chunping; Zhang, Xiaoli; Cheng, Hongbing",,,An Efficient and Secure Trading Framework for Shared Charging Service Based on Multiple Consortium Blockchains,IEEE TRANSACTIONS ON SERVICES COMPUTING,,,,,,,,,,,,"While electric vehicles are proliferating rapidly, the number of charging piles is only 1/16 of the number of electric vehicles, showing big tension between small supply of public charging piles and intense charging demand of electric vehicles. To alleviate the tension, it is highly desired to incorporate existing idle private charging piles into a shared charging service. However, existing solutions do not well implement the system due to some non-negligible issues, like poor consensus performance or lack of verification for outputs from blockchain networks. In the article, we propose an efficient and secure trading framework built atop multiple consortium blockchains. It devises a novel node voting mechanism so as to improve consensus efficiency. Meanwhile, it employs a publicly verifiable design based on the $(t,n)$(t,n) Boneh-Lynn-Shacham (BLS) threshold signature technique, so as to enable entities outside the blockchain to verify the consistency between the output results with the valid consensus. Besides these novel system-level designs, it also introduces a fair and robust trading strategy running by smart contracts on the platform. Furthermore, we implemented a proof-of-concept system and conducted extensive experiments. The results show that the overall latency across chains is reduced by about 26% with the node voting mechanism and the transactions fees are comparable to recent popular cross-chain applications.",,,,,"; Zhang, Xiaoli/MIO-8318-2025; Wang, Chunping/ITU-1723-2023; Sun, Zhe/ACB-7033-2022","Cheng, Hongbing/0000-0002-8504-1092; zhao, peng/0000-0002-2266-9085;",,,,,,,,,,,,,1939-1374,,,,,JUL-AUG,2023,16,4,,,,,2437,2450,,10.1109/TSC.2022.3216659,http://dx.doi.org/10.1109/TSC.2022.3216659,,,,,,,,,,,,,WOS:001045785600010,View Full Record in Web of Science
J,"Augello, A; Gallo, P; Sanseverino, ER; Sciabica, G; Sciume, G",,,,"Augello, Alessandro; Gallo, Pierluigi; Sanseverino, Eleonora Riva; Sciabica, Gaetano; Sciume, Giuseppe",,,Certifying battery usage for V2G and second life with a blockchain-based framework,COMPUTER NETWORKS,,,,,,,,,,,,"This paper describes a blockchain-based approach for sharing data among all the actors involved in Vehicle-to -Grid programs. The shared information is used both for monitoring the health status of the vehicle's battery and for remuneration in Vehicle-to-Grid programs. A blockchain platform and a set of appropriate smart contracts have been developed for supporting the interactions among the different actors and for creating battery usage profiles. To protect sensitive data, we limit the visibility scope of such data only to subsets of actors using blockchain channels. This approach preserves the privacy of the car owner on one hand and guarantees the compliance to correct charging and discharging modes, on the other hand, by using dedicated smart contracts to manage data for each of the channels. The approach here described proposes and develops a blockchain-based ecosystem for efficiently managing electric vehicles especially when these are called to provide electrical grid services, such as it happens for Vehicle-to-Grid programs. In this case, it is indeed possible that the battery undergoes an accelerated aging and thus certified recording of charging data for legal liability is one of the issues here dealt with. When possible, data are collected from multiple sources (e.g. the charging station and the Electric Vehicle) and from different parties with conflicting interests for validating data and breaking data silos that are within the car, the charging stations and the Battery Management System.",,,,,"Gallo, Pierluigi/O-7602-2019; Sanseverino, Eleonora/R-6856-2016","Scium¨¨, Giuseppe/0000-0002-2384-5706",,,,,,,,,,,,,1389-1286,1872-7069,,,,FEB,2023,222,,,,,,,,109558,10.1016/j.comnet.2023.109558,http://dx.doi.org/10.1016/j.comnet.2023.109558,,NOV 2023,,,,,,,,,,,WOS:000975446300001,View Full Record in Web of Science
